0,1,2,3,4
The following table presents revenues by type in millions:,,,,
,,,Year Ended December 31,
,,2023.0,,2024.0
Google Search & other,,175033.0,,198084.0
YouTube ads,,31510.0,,36147.0
Google Network,,31312.0,,30359.0
Google advertising,,237855.0,,264590.0
Google subscriptions platforms and devices,,34688.0,,40340.0
Google Services total,,272543.0,,304930.0
Google Cloud,,33088.0,,43229.0
Other ets,,1527.0,,1648.0
Hedging gains losses,,236.0,,211.0
Total revenues,,307394.0,,350018.0
