0,1
,"Google
Services Google Cloud Other ets Total"
alance as of December 31 2022  20847  7205  908  28960,
Acquisitions 240 3 0 243,
Foreign currency translation and other adjustments 15 13 29 57,
alance as of September 30 2023  21072  7195  879  29146,
