0,1,2,3,4
,,2023.0,,2024.0
Derivatives designated as hedging instruments:,,,,
Foreign exchange contracts,,,,
Cash flow hedges,,18039.0,,20315.0
Fair value hedges,,2065.0,,1562.0
Net investment hedges,,9472.0,,6986.0
Derivatives not designated as hedging instruments:,,,,
Foreign exchange contracts,,39722.0,,44227.0
Other contracts,,10818.0,,15082.0
