0,1,2,3,4,5,6
,,,Year Ended December 31,,,
,,2020.0,,2021.0,,2022.0
Revenues:,,,,,,
Google Services,,168635.0,,237529.0,,253528.0
Google Cloud,,13059.0,,19206.0,,26280.0
Other ets,,657.0,,753.0,,1068.0
Hedging gains losses,,176.0,,149.0,,1960.0
Total revenues,,182527.0,,257637.0,,282836.0
Operating income loss:,,,,,,
Google Services,,54606.0,,91855.0,,86572.0
Google Cloud,,5607.0,,3099.0,,2968.0
