0,1,2,3,4
Derivatives in cash flow hedging relationship:,,,,
Foreign exchange contracts,,,,
Amount included in the assessment of effectiveness  1486  652  2752  591,,,,
Amount excluded from the assessment of effectiveness 77 16 131 143,,,,
Derivatives in net investment hedging relationship:,,,,
Foreign exchange contracts,,,,
Amount included in the assessment of effectiveness 760 336 1418 62,,,,
Total  2169,,1004.0,4039.0,796.0
