0,1,2,3,4
Property and equipment net consisted of the following in millions:,,,,
,,,As of December 31,
,,2022.0,,2023.0
Land and buildings,,66897.0,,74083.0
Information technology assets,,66267.0,,80594.0
Construction in progress,,27657.0,,35229.0
Leasehold improvements,,10575.0,,11425.0
Furniture and fixtures,,314.0,,472.0
Property and equipment gross,,171710.0,,201803.0
Less: accumulated depreciation,,59042.0,,67458.0
Property and equipment net,,112668.0,,134345.0
