0,1,2,3,4,5,6,7,8
,,,,,,,2020.0,
Domestic operations,,15779.0,,,16426.0,,,37576.0
Foreign operations,19134.0,,,23199.0,,,10506.0,
Total,,34913.0,,,39625.0,,,48082.0
