0,1
Revenues:,
Google Services  59884  61377  168129  185690,
Google Cloud 4990 6868 13665 18965,
Other ets 182 209 572 842,
Hedging gains losses 62 638 54 1291,
Total revenues  65118  69092  182312  206788,
