0,1
,2023 2022 2023
Google Search & other  39539  44026  119846  127013,
YouTube ads 7071 7952 21280 22310,
Google Network 7872 7669 24305 23015,
Google advertising 54482 59647 165431 172338,
Google other 6895 8339 20259 23894,
Google Services total 61377 67986 185690 196232,
Google Cloud 6868 8411 18965 23896,
Other ets 209 297 842 870,
Hedging gains losses 638 1 1291 86,
Total revenues  69092  76693  206788  221084,
