0
"Total amounts included in the Consolidated
Statements of Income  282836  3514  307394  1424  350018  7425"
""
Effect of cash flow hedges:
Foreign exchange contracts
Amount reclassified from AOCI to income  2046  0  213  0  174  0
"Amount excluded from the assessment of
effectiveness amortized 85 0 24 0 37 0"
Effect of fair value hedges:
Foreign exchange contracts
Hedged items 0 162 0 59 0 59
"Derivatives designated as hedging
instruments 0 163 0 59 0 58"
"Amount excluded from the assessment of
effectiveness 0 16 0 15 0 13"
Effect of net investment hedges:
Foreign exchange contracts
"Amount excluded from the assessment of
effectiveness 0 171 0 187 0 137"
Effect of non designated hedges:
Foreign exchange contracts 0 395 0 7 0 335
Other contracts 0 144 0 53 0 174
Total gains losses  1961  63  237  262  211  658
