0,1
July 1 - 31 6230 24043  181.08  182.81 30273,69418.0
August 1 - 31 6109 24867  165.21  166.46 30976,64304.0
"September 1 -
30 4431 24451  159.86  160.26 28882",59704.0
Total 16770 73361 90131,
