0,1,2,3,4
addresses of our customers:,,,,
,,Year Ended December 31,,
,2023.0,,2024.0,
United States,,47 ,,49.0
EMEA,,30 ,,29.0
APAC,,17 ,,16.0
Other Americas,,6 ,,6.0
Hedging gains losses,,0 ,,0.0
