0,1,2,3,4,5,6,7,8
,,,Three Months Ended,,,,Nine Months Ended,
,,,September 30,,,,September 30,
,,2022.0,,2023.0,,2022.0,,2023.0
Revenues:,,,,,,,,
Google Services,,61377.0,,67986.0,,185690.0,,196232.0
Google Cloud,,6868.0,,8411.0,,18965.0,,23896.0
Other ets,,209.0,,297.0,,842.0,,870.0
Hedging gains losses,,638.0,,1.0,,1291.0,,86.0
Total revenues,,69092.0,,76693.0,,206788.0,,221084.0
