0,1
Level 1:,
Money market funds  7499  0  8318  0,
Marketable equity securities12 0 7447 0 5509,
7499 7447 8318 5509,
Level 2:,
Mutual funds 0 351 0 347,
Total  7499  7798  8318  5856,
