0,1
Cash payments for lease liabilities:,
Operating cash flows used for operating leases  2722  3173  3425,
Operating cash flows used for finance leases, 34  35  31
Financing cash flows used for finance leases1  586  705  405,
Assets obtained in exchange for lease liabilities:,
Operating leases  4383  2877  2510,
Finance leases  577  564  313,
