0,1
,2023.0
United States  33372 48   36354 47   97832 47   104291 47 ,
EMEA1 19450 28 22661 30 60300 29 66028 30,
APAC1 11494 17 13126 17 35045 17 37535 17,
Other Americas1 4138 6 4553 6 12320 6 13144 6,
Hedging gains losses 638 1 1 0 1291 1 86 0,
Total revenues  69092 100   76693 100   206788 100   221084 100 ,
