0,1,2,3,4
2020 in millions except for per share information and percentages.,,,,
,,,Year Ended December 31,
,,2019.0,,2020.0
Revenues,,161857.0,,182527.0
Increase in revenues year over year,,18.0,,13.0
Increase in constant currency revenues year over year,,20.0,,14.0
1,,,,
Operating income,,34231.0,,41224.0
1,,,,
Operating margin,,21.0,,23.0
Other income expense net,,5394.0,,6858.0
1,,,,
Net Income,,34343.0,,40269.0
1,,,,
Diluted EPS,,49.16,,58.61
1,,,,
