0
Derivatives in cash flow hedging relationship:
Foreign exchange contracts
Amount included in the assessment of effectiveness  102  806  1699
Amount excluded from the assessment of effectiveness 37 48 188
Derivatives in net investment hedging relationship:
Foreign exchange contracts
Amount included in the assessment of effectiveness 851 754 608
Total  786  1608  2119
