0,1,2,3,4,5,6,7,8
Government bonds,1456.0,,22.0,,13897.0,,657.0, 15353  679
Corporate debt securities 827 5 15367 592 16194 597,,,,,,,,
"Mortgage-backed and asset-backed
securities",2945.0,,26.0,,7916.0,,608.0,10861 634
Total  5228  53  37180  1857  42408  1910,,,,,,,,
