0,1
Operating income loss:,
Google Services  23973  19781  65862  65471,
Google Cloud 644 699 2209 2488,
Other ets 1288 1611 3831 4452,
Corporate costs unallocated 1010 336 2993 1849,
Total income from operations  21031  17135  56829  56682,
