0,1
Derivatives designated as hedging instruments:,
Foreign exchange contracts, 205  242  8  587
Derivatives not designated as hedging instruments:,
Foreign exchange contracts 134 156 186 154,
Other contracts 114 47 451 29,
"Total derivatives not designated as hedging
instruments 248 203 637 183",
Total  453  445  645  770,
