0
United States  134814  146286  0  146286 9  0  9 
EMEA 82062 91038 460 90578 11  1  10 
APAC 47024 51514 1759 53273 10  3  13 
Other Americas 16976 18320 654 18974 8  4  12 
Revenues excluding hedging effect 280876 307158 1953 309111 9  1  10 
Hedging gains losses 1960 236
Total revenues1  282836  307394  309111 9  0  1  10 
