0,1
July 1 - 31 3647 36664  124.11  125.22 40311,63066.0
August 1 - 31 4043 39758  132.61  132.16 43801,57320.0
"September 1 -
30 6028 31408  135.44  135.90 37436",52267.0
Total 13718 107830 121548,
