0,1,2,3,4,5,6,7,8
,,,,,,,2020.0,
eginning gross unrecognized tax benefits,,4696.0,,,4652.0,,,3377.0
Increases related to prior year tax positions,321.0,,,938.0,,,372.0,
Decreases related to prior year tax positions,623.0,,,143.0,,,557.0,
Decreases related to settlement with tax authorities,191.0,,,2886.0,,,45.0,
Increases related to current year tax positions,449.0,,,816.0,,,690.0,
Ending gross unrecognized tax benefits,,4652.0,,,3377.0,,,3837.0
