0,1
,"Unrealized
Gains Unrealized
Foreign Losses on Gains
Currency Available-for- Losses on
Translation Sale Cash Flow
Adjustments Investments Hedges Total"
alance as of December 31 2022  4142  3477  16  7603,
"Other comprehensive income loss before
reclassifications 338 382 484 236",
"Amounts excluded from the assessment of hedge
effectiveness recorded in AOCI 0 0 143 143",
Amounts reclassified from AOCI 0 745 85 660,
Other comprehensive income loss 338 363 542 567,
alance as of September 30 2023  4480  3114  558  7036,
