0,1
eginning gross unrecognized tax benefits, 3837  5158  7055
Increases related to prior year tax positions 529 253 740,
Decreases related to prior year tax positions,263 437 682
Decreases related to settlement with tax authorities 329 140 21,
Increases related to current year tax positions,1384 2221 2346
Ending gross unrecognized tax benefits  5158  7055  9438,
