0,1,2,3,4,5,6,7,8,9,10,11
Government bonds,15506.0,,463.0,,19121.0,,1453.0,,34627.0,,1916.0
Corporate debt securities 4163 60 17162 935 21325 995,,,,,,,,,,,
"Mortgage-backed and asset-backed
securities 6888 239 9212 1094 16100 1333",,,,,,,,,,,
Total  26557  762  45495  3482  72052  4244,,,,,,,,,,,
