0,1
Derivatives designated as hedging instruments:,
Foreign exchange contracts, 271  556  1102  14
Derivatives not designated as hedging instruments:,
Foreign exchange contracts 365 207 123 496,
Other contracts 40 47 149 85,
Total derivatives not designated as hedging instruments 405 254 272 581,
Total  676  810  1374  595,
