0,1,2,3,4,5,6,7,8
in millions:,,,,,,,,
,,Three Months Ended,,,,Nine Months Ended,,
,,September 30,,,,September 30,,
,2022.0,,2023,,2022,,2023,
United States,33372.0,,48    36354,,47    97832,,47   104291,47.0
EMEA1,19450.0,28,22661,30,60300,29,66028,30.0
APAC1,11494.0,17,13126,17,35045,17,37535,17.0
Other Americas1,4138.0,6,4553,6,12320,6,13144,6.0
Hedging gains losses,638.0,1,1,0,1291,1,86,0.0
Total revenues,69092.0,100    76693,,100   206788,,100   221084,,100.0
