0,1,2,3,4
Consolidated revenues  69092,, 76693  7601 11 ,,
Change in consolidated constant currency revenues1 11 ,,,,
,,,,
Cost of revenues,31158.0, 33229, 2071 7 ,
Operating expenses  20799  22121  1322,,,,6.0
,,,,
Operating income  17135  21343  4208,,,,25.0
Operating margin 25  28  3 ,,,,
,,,,
Other income expense net  902  146  756 84 ,,,,
,,,,
Net Income  13910  19689  5779 42 ,,,,
Diluted EPS  1.06  1.55  0.49 46 ,,,,
