0,1
July 1 - 31 8479 37461  112.62  113.29 45940,53675.0
August 1 - 31 8477 39176  115.95  117.10 47653,48104.0
"September 1 -
30 7583 36588  104.57  104.66 44171",43482.0
Total 24539 113225 137764,
