0,1
eginning gross unrecognized tax benefits, 3377  3837  5158
Increases related to prior year tax positions 372 529 253,
Decreases related to prior year tax positions,557 263 437
Decreases related to settlement with tax authorities 45 329 140,
Increases related to current year tax positions,690 1384 2221
Ending gross unrecognized tax benefits  3837  5158  7055,
