0,1,2,3,4,5,6,7,8
Government bonds,21039.0,,1004.0,,13438.0,,1041.0, 34477  2045
Corporate debt securities 11228 440 15125 1052 26353 1492,,,,,,,,
"Mortgage-backed and asset-backed
securities",7725.0,,585.0,,6964.0,,657.0,14689 1242
Total  39992  2029  35527  2750  75519  4779,,,,,,,,
