0
Level 2:
Time deposits1  4925  0  0  4925  4920  5
Government bonds 42863 0 2523 40340 93 40247
Corporate debt securities 29397 0 1833 27564 179 27385
"Mortgage-backed and asset-backed
securities 16599 0 1376 15223 0 15223"
Total  93784  0  5732  88052  5192  82860
