0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Derivatives,,403.0,,,21.0,,,382.0,,,88.0,2.0,,0.0,,,0.0,,,294.0
,,,,,,,,,,,,,,,,,,,,
