0,1
,"Google
Services Google Cloud Other ets Total"
alance as of December 31 2021  19826  2337  793  22956,
Acquisitions 1146 4875 113 6134,
Foreign currency translation and other adjustments 227 23 6 256,
alance as of September 30 2022  20745  7189  900  28834,
