0,1,2,3,4,5,6,7,8
Derivatives in Cash Flow Hedging Relationship:,,,,,,,,
Foreign exchange contracts,,,,,,,,
Amount included in the assessment of effectiveness,,38.0,,,102.0,,,806.0
"Amount excluded from the assessment of
effectiveness",14.0,,,37.0,,,48.0,
Derivatives in Net Investment Hedging Relationship:,,,,,,,,
Foreign exchange contracts,,,,,,,,
Amount included in the assessment of effectiveness,131.0,,,851.0,,,754.0,
Total,,155.0,,,786.0,,,1608.0
