0,1,2,3,4
,,2022.0,,2023.0
Derivatives designated as hedging instruments:,,,,
Foreign exchange contracts,,,,
Cash flow hedges,,15972.0,,18039.0
Fair value hedges,,2117.0,,2065.0
Net investment hedges,,8751.0,,9472.0
Derivatives not designated as hedging instruments:,,,,
Foreign exchange contracts,,34979.0,,39722.0
Other contracts,,7932.0,,10818.0
