0,1
Technical infrastructure  112504  139596,
Office space 40435,43714.0
Corporate and other assets 13728 16519,
Property and equipment in service 166667 199829,
Less: accumulated depreciation 67458 79390,
Add: assets not yet in service 35136 50597,
Property and equipment net  134345  171036,
