0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Derivatives,,1554.0,,,32.0,,,1522.0,,,295.0,2.0,,1.0,,,943.0,,,283.0
,,,,,,,,,,,,,,,,,,,,
