0,1,2,3,4
,The gross notional amounts of outstanding derivative instruments were as follows in millions:,,,
,,,As of December 31,
,,2020.0,,2021.0
Derivatives Designated as Hedging Instruments:,,,,
Foreign exchange contracts,,,,
Cash flow hedges,,10187.0,,16362.0
Fair value hedges,,1569.0,,2556.0
Net investment hedges,,9965.0,,10159.0
Derivatives Not Designated as Hedging Instruments:,,,,
Foreign exchange contracts,,39861.0,,41031.0
Other contracts,,2399.0,,4275.0
